DateTime_CST,floorhour,Time_sec,DateTime_UTC,Battery_V,Temp_degC,DO_mgL,DO_sat
2019-12-31T21:00:00Z,2019-12-31T21:00:00Z,1577826000,2020-01-01T03:00:00Z,3.35,3.478,0.16,0.01204093802216308
2019-12-31T22:00:00Z,2019-12-31T22:00:00Z,1577829600,2020-01-01T04:00:00Z,3.35,3.468,0.159,0.01196250283584964
2019-12-31T23:00:00Z,2019-12-31T23:00:00Z,1577833200,2020-01-01T05:00:00Z,3.35,3.468,0.159,0.01196250283584964
2020-01-01T00:00:00Z,2020-01-01T00:00:00Z,1577836800,2020-01-01T06:00:00Z,3.35,3.468,0.159,0.01196250283584964
2020-01-01T01:00:00Z,2020-01-01T01:00:00Z,1577840400,2020-01-01T07:00:00Z,3.35,3.457,0.16,0.01203421974334008
2020-01-01T02:00:00Z,2020-01-01T02:00:00Z,1577844000,2020-01-01T08:00:00Z,3.35,3.447,0.158,0.01188063319294532
2020-01-01T03:00:00Z,2020-01-01T03:00:00Z,1577847600,2020-01-01T09:00:00Z,3.35,3.468,0.159,0.01196250283584964
2020-01-01T04:00:00Z,2020-01-01T04:00:00Z,1577851200,2020-01-01T10:00:00Z,3.35,3.426,0.16,0.01202430432281747
2020-01-01T05:00:00Z,2020-01-01T05:00:00Z,1577854800,2020-01-01T11:00:00Z,3.35,3.426,0.159,0.01194915242079987
2020-01-01T06:00:00Z,2020-01-01T06:00:00Z,1577858400,2020-01-01T12:00:00Z,3.35,3.478,0.159,0.01196568215952456
2020-01-01T07:00:00Z,2020-01-01T07:00:00Z,1577862000,2020-01-01T13:00:00Z,3.35,3.447,0.159,0.01195582707391333
2020-01-01T08:00:00Z,2020-01-01T08:00:00Z,1577865600,2020-01-01T14:00:00Z,3.35,3.489,0.158,0.01189390184578172
2020-01-01T09:00:00Z,2020-01-01T09:00:00Z,1577869200,2020-01-01T15:00:00Z,3.35,3.447,0.16,0.01203102095488134
2020-01-01T10:00:00Z,2020-01-01T10:00:00Z,1577872800,2020-01-01T16:00:00Z,3.35,3.468,0.162,0.01218821043652605
2020-01-01T11:00:00Z,2020-01-01T11:00:00Z,1577876400,2020-01-01T17:00:00Z,3.35,3.478,0.16,0.01204093802216308
2020-01-01T12:00:00Z,2020-01-01T12:00:00Z,1577880000,2020-01-01T18:00:00Z,3.35,3.489,0.159,0.01196917970556515
2020-01-01T13:00:00Z,2020-01-01T13:00:00Z,1577883600,2020-01-01T19:00:00Z,3.35,3.447,0.16,0.01203102095488134
2020-01-01T14:00:00Z,2020-01-01T14:00:00Z,1577887200,2020-01-01T20:00:00Z,3.35,3.447,0.16,0.01203102095488134
2020-01-01T15:00:00Z,2020-01-01T15:00:00Z,1577890800,2020-01-01T21:00:00Z,3.35,3.447,0.159,0.01195582707391333
2020-01-01T16:00:00Z,2020-01-01T16:00:00Z,1577894400,2020-01-01T22:00:00Z,3.35,3.352,0.162,0.01215065316343566
2020-01-01T17:00:00Z,2020-01-01T17:00:00Z,1577898000,2020-01-01T23:00:00Z,3.35,3.489,0.159,0.01196917970556515
2020-01-01T18:00:00Z,2020-01-01T18:00:00Z,1577901600,2020-01-02T00:00:00Z,3.35,3.457,0.16,0.01203421974334008
2020-01-01T19:00:00Z,2020-01-01T19:00:00Z,1577905200,2020-01-02T01:00:00Z,3.35,3.447,0.159,0.01195582707391333
2020-01-01T20:00:00Z,2020-01-01T20:00:00Z,1577908800,2020-01-02T02:00:00Z,3.35,3.447,0.161,0.01210621483584934
2020-01-01T21:00:00Z,2020-01-01T21:00:00Z,1577912400,2020-01-02T03:00:00Z,3.35,3.457,0.16,0.01203421974334008
2020-01-01T22:00:00Z,2020-01-01T22:00:00Z,1577916000,2020-01-02T04:00:00Z,3.35,3.436,0.16,0.0120275025798135
2020-01-01T23:00:00Z,2020-01-01T23:00:00Z,1577919600,2020-01-02T05:00:00Z,3.35,3.478,0.16,0.01204093802216308
2020-01-02T00:00:00Z,2020-01-02T00:00:00Z,1577923200,2020-01-02T06:00:00Z,3.35,3.457,0.161,0.01210943361673595
2020-01-02T01:00:00Z,2020-01-02T01:00:00Z,1577926800,2020-01-02T07:00:00Z,3.35,3.447,0.158,0.01188063319294532
2020-01-02T02:00:00Z,2020-01-02T02:00:00Z,1577930400,2020-01-02T08:00:00Z,3.35,3.468,0.157,0.01181203110206537
2020-01-02T03:00:00Z,2020-01-02T03:00:00Z,1577934000,2020-01-02T09:00:00Z,3.35,3.436,0.159,0.01195233068868966
2020-01-02T04:00:00Z,2020-01-02T04:00:00Z,1577937600,2020-01-02T10:00:00Z,3.35,3.468,0.161,0.01211297456963391
2020-01-02T05:00:00Z,2020-01-02T05:00:00Z,1577941200,2020-01-02T11:00:00Z,3.35,3.436,0.161,0.01210267447093733
2020-01-02T06:00:00Z,2020-01-02T06:00:00Z,1577944800,2020-01-02T12:00:00Z,3.35,3.447,0.161,0.01210621483584934
2020-01-02T07:00:00Z,2020-01-02T07:00:00Z,1577948400,2020-01-02T13:00:00Z,3.35,3.447,0.159,0.01195582707391333
2020-01-02T08:00:00Z,2020-01-02T08:00:00Z,1577952000,2020-01-02T14:00:00Z,3.35,3.436,0.159,0.01195233068868966
2020-01-02T09:00:00Z,2020-01-02T09:00:00Z,1577955600,2020-01-02T15:00:00Z,3.35,3.457,0.16,0.01203421974334008
2020-01-02T10:00:00Z,2020-01-02T10:00:00Z,1577959200,2020-01-02T16:00:00Z,3.35,3.447,0.16,0.01203102095488134
2020-01-02T11:00:00Z,2020-01-02T11:00:00Z,1577962800,2020-01-02T17:00:00Z,3.35,3.426,0.16,0.01202430432281747
2020-01-02T12:00:00Z,2020-01-02T12:00:00Z,1577966400,2020-01-02T18:00:00Z,3.35,3.447,0.159,0.01195582707391333
2020-01-02T13:00:00Z,2020-01-02T13:00:00Z,1577970000,2020-01-02T19:00:00Z,3.35,3.426,0.16,0.01202430432281747
2020-01-02T14:00:00Z,2020-01-02T14:00:00Z,1577973600,2020-01-02T20:00:00Z,3.35,3.468,0.159,0.01196250283584964
2020-01-02T15:00:00Z,2020-01-02T15:00:00Z,1577977200,2020-01-02T21:00:00Z,3.35,3.457,0.161,0.01210943361673595
2020-01-02T16:00:00Z,2020-01-02T16:00:00Z,1577980800,2020-01-02T22:00:00Z,3.35,3.447,0.157,0.01180543931197731
2020-01-02T17:00:00Z,2020-01-02T17:00:00Z,1577984400,2020-01-02T23:00:00Z,3.35,3.457,0.159,0.0119590058699442
2020-01-02T18:00:00Z,2020-01-02T18:00:00Z,1577988000,2020-01-03T00:00:00Z,3.35,3.415,0.159,0.0119456566168049
2020-01-02T19:00:00Z,2020-01-02T19:00:00Z,1577991600,2020-01-03T01:00:00Z,3.35,3.447,0.159,0.01195582707391333
2020-01-02T20:00:00Z,2020-01-02T20:00:00Z,1577995200,2020-01-03T02:00:00Z,3.35,3.447,0.159,0.01195582707391333
2020-01-02T21:00:00Z,2020-01-02T21:00:00Z,1577998800,2020-01-03T03:00:00Z,3.35,3.457,0.16,0.01203421974334008
2020-01-02T22:00:00Z,2020-01-02T22:00:00Z,1578002400,2020-01-03T04:00:00Z,3.35,3.394,0.161,0.01208915955037002
2020-01-02T23:00:00Z,2020-01-02T23:00:00Z,1578006000,2020-01-03T05:00:00Z,3.35,3.394,0.161,0.01208915955037002
2020-01-03T00:00:00Z,2020-01-03T00:00:00Z,1578009600,2020-01-03T06:00:00Z,3.35,3.405,0.159,0.01194247887755349
2020-01-03T01:00:00Z,2020-01-03T01:00:00Z,1578013200,2020-01-03T07:00:00Z,3.35,3.405,0.159,0.01194247887755349
2020-01-03T02:00:00Z,2020-01-03T02:00:00Z,1578016800,2020-01-03T08:00:00Z,3.35,3.415,0.158,0.01187052670097594
2020-01-03T03:00:00Z,2020-01-03T03:00:00Z,1578020400,2020-01-03T09:00:00Z,3.35,3.405,0.161,0.0120926987376485
2020-01-03T04:00:00Z,2020-01-03T04:00:00Z,1578024000,2020-01-03T10:00:00Z,3.35,3.405,0.158,0.01186736894750598
2020-01-03T05:00:00Z,2020-01-03T05:00:00Z,1578027600,2020-01-03T11:00:00Z,3.35,3.405,0.16,0.01201758880760099
2020-01-03T06:00:00Z,2020-01-03T06:00:00Z,1578031200,2020-01-03T12:00:00Z,3.35,3.405,0.158,0.01186736894750598
2020-01-03T07:00:00Z,2020-01-03T07:00:00Z,1578034800,2020-01-03T13:00:00Z,3.35,3.373,0.162,0.01215744976391406
2020-01-03T08:00:00Z,2020-01-03T08:00:00Z,1578038400,2020-01-03T14:00:00Z,3.35,3.352,0.162,0.01215065316343566
2020-01-03T09:00:00Z,2020-01-03T09:00:00Z,1578042000,2020-01-03T15:00:00Z,3.35,3.394,0.161,0.01208915955037002
2020-01-03T10:00:00Z,2020-01-03T10:00:00Z,1578045600,2020-01-03T16:00:00Z,3.35,3.384,0.158,0.01186073848015463
2020-01-03T11:00:00Z,2020-01-03T11:00:00Z,1578049200,2020-01-03T17:00:00Z,3.35,3.363,0.159,0.01192913512484133
2020-01-03T12:00:00Z,2020-01-03T12:00:00Z,1578052800,2020-01-03T18:00:00Z,3.35,3.405,0.159,0.01194247887755349
2020-01-03T13:00:00Z,2020-01-03T13:00:00Z,1578056400,2020-01-03T19:00:00Z,3.35,3.384,0.159,0.0119358064452189
2020-01-03T14:00:00Z,2020-01-03T14:00:00Z,1578060000,2020-01-03T20:00:00Z,3.35,3.394,0.16,0.01201407160285219
2020-01-03T15:00:00Z,2020-01-03T15:00:00Z,1578063600,2020-01-03T21:00:00Z,3.35,3.384,0.161,0.01208594237534744
2020-01-03T16:00:00Z,2020-01-03T16:00:00Z,1578067200,2020-01-03T22:00:00Z,3.35,3.426,0.157,0.01179884861676465
2020-01-03T17:00:00Z,2020-01-03T17:00:00Z,1578070800,2020-01-03T23:00:00Z,3.35,3.405,0.16,0.01201758880760099
2020-01-03T18:00:00Z,2020-01-03T18:00:00Z,1578074400,2020-01-04T00:00:00Z,3.35,3.373,0.16,0.01200735779152006
2020-01-03T19:00:00Z,2020-01-03T19:00:00Z,1578078000,2020-01-04T01:00:00Z,3.35,3.384,0.16,0.01201087441028317
2020-01-03T20:00:00Z,2020-01-03T20:00:00Z,1578081600,2020-01-04T02:00:00Z,3.35,3.363,0.16,0.01200416113191581
2020-01-03T21:00:00Z,2020-01-03T21:00:00Z,1578085200,2020-01-04T03:00:00Z,3.35,3.405,0.159,0.01194247887755349
2020-01-03T22:00:00Z,2020-01-03T22:00:00Z,1578088800,2020-01-04T04:00:00Z,3.35,3.384,0.16,0.01201087441028317
2020-01-03T23:00:00Z,2020-01-03T23:00:00Z,1578092400,2020-01-04T05:00:00Z,3.35,3.405,0.159,0.01194247887755349
2020-01-04T00:00:00Z,2020-01-04T00:00:00Z,1578096000,2020-01-04T06:00:00Z,3.35,3.394,0.158,0.01186389570781654
2020-01-04T01:00:00Z,2020-01-04T01:00:00Z,1578099600,2020-01-04T07:00:00Z,3.35,3.394,0.16,0.01201407160285219
2020-01-04T02:00:00Z,2020-01-04T02:00:00Z,1578103200,2020-01-04T08:00:00Z,3.35,3.373,0.159,0.01193231180532306
2020-01-04T03:00:00Z,2020-01-04T03:00:00Z,1578106800,2020-01-04T09:00:00Z,3.35,3.384,0.16,0.01201087441028317
2020-01-04T04:00:00Z,2020-01-04T04:00:00Z,1578110400,2020-01-04T10:00:00Z,3.35,3.405,0.159,0.01194247887755349
2020-01-04T05:00:00Z,2020-01-04T05:00:00Z,1578114000,2020-01-04T11:00:00Z,3.35,3.405,0.159,0.01194247887755349
2020-01-04T06:00:00Z,2020-01-04T06:00:00Z,1578117600,2020-01-04T12:00:00Z,3.35,3.384,0.158,0.01186073848015463
2020-01-04T07:00:00Z,2020-01-04T07:00:00Z,1578121200,2020-01-04T13:00:00Z,3.35,3.384,0.16,0.01201087441028317
2020-01-04T08:00:00Z,2020-01-04T08:00:00Z,1578124800,2020-01-04T14:00:00Z,3.35,3.394,0.16,0.01201407160285219
2020-01-04T09:00:00Z,2020-01-04T09:00:00Z,1578128400,2020-01-04T15:00:00Z,3.36,3.352,0.16,0.01200064509968954
2020-01-04T10:00:00Z,2020-01-04T10:00:00Z,1578132000,2020-01-04T16:00:00Z,3.35,3.394,0.16,0.01201407160285219
2020-01-04T11:00:00Z,2020-01-04T11:00:00Z,1578135600,2020-01-04T17:00:00Z,3.35,3.384,0.158,0.01186073848015463
2020-01-04T12:00:00Z,2020-01-04T12:00:00Z,1578139200,2020-01-04T18:00:00Z,3.35,3.384,0.16,0.01201087441028317
2020-01-04T13:00:00Z,2020-01-04T13:00:00Z,1578142800,2020-01-04T19:00:00Z,3.35,3.394,0.16,0.01201407160285219
2020-01-04T14:00:00Z,2020-01-04T14:00:00Z,1578146400,2020-01-04T20:00:00Z,3.35,3.394,0.16,0.01201407160285219
2020-01-04T15:00:00Z,2020-01-04T15:00:00Z,1578150000,2020-01-04T21:00:00Z,3.35,3.415,0.16,0.01202078653263387
2020-01-04T16:00:00Z,2020-01-04T16:00:00Z,1578153600,2020-01-04T22:00:00Z,3.35,3.384,0.16,0.01201087441028317
2020-01-04T17:00:00Z,2020-01-04T17:00:00Z,1578157200,2020-01-04T23:00:00Z,3.35,3.373,0.161,0.01208240377771706
2020-01-04T18:00:00Z,2020-01-04T18:00:00Z,1578160800,2020-01-05T00:00:00Z,3.35,3.363,0.159,0.01192913512484133
2020-01-04T19:00:00Z,2020-01-04T19:00:00Z,1578164400,2020-01-05T01:00:00Z,3.35,3.384,0.161,0.01208594237534744
2020-01-04T20:00:00Z,2020-01-04T20:00:00Z,1578168000,2020-01-05T02:00:00Z,3.35,3.363,0.161,0.01207918713899028
2020-01-04T21:00:00Z,2020-01-04T21:00:00Z,1578171600,2020-01-05T03:00:00Z,3.35,3.341,0.16,0.01199712937491695
2020-01-04T22:00:00Z,2020-01-04T22:00:00Z,1578175200,2020-01-05T04:00:00Z,3.35,3.373,0.159,0.01193231180532306
2020-01-04T23:00:00Z,2020-01-04T23:00:00Z,1578178800,2020-01-05T05:00:00Z,3.35,3.352,0.16,0.01200064509968954
2020-01-05T00:00:00Z,2020-01-05T00:00:00Z,1578182400,2020-01-05T06:00:00Z,3.35,3.373,0.159,0.01193231180532306
2020-01-05T01:00:00Z,2020-01-05T01:00:00Z,1578186000,2020-01-05T07:00:00Z,3.35,3.363,0.159,0.01192913512484133
2020-01-05T02:00:00Z,2020-01-05T02:00:00Z,1578189600,2020-01-05T08:00:00Z,3.35,3.363,0.159,0.01192913512484133
2020-01-05T03:00:00Z,2020-01-05T03:00:00Z,1578193200,2020-01-05T09:00:00Z,3.35,3.363,0.16,0.01200416113191581
2020-01-05T04:00:00Z,2020-01-05T04:00:00Z,1578196800,2020-01-05T10:00:00Z,3.35,3.373,0.16,0.01200735779152006
2020-01-05T05:00:00Z,2020-01-05T05:00:00Z,1578200400,2020-01-05T11:00:00Z,3.35,3.363,0.161,0.01207918713899028
2020-01-05T06:00:00Z,2020-01-05T06:00:00Z,1578204000,2020-01-05T12:00:00Z,3.35,3.352,0.16,0.01200064509968954
2020-01-05T07:00:00Z,2020-01-05T07:00:00Z,1578207600,2020-01-05T13:00:00Z,3.35,3.331,0.16,0.01199393352841327
2020-01-05T08:00:00Z,2020-01-05T08:00:00Z,1578211200,2020-01-05T14:00:00Z,3.35,3.363,0.159,0.01192913512484133
2020-01-05T09:00:00Z,2020-01-05T09:00:00Z,1578214800,2020-01-05T15:00:00Z,3.35,3.352,0.161,0.0120756491315626
2020-01-05T10:00:00Z,2020-01-05T10:00:00Z,1578218400,2020-01-05T16:00:00Z,3.35,3.363,0.16,0.01200416113191581
2020-01-05T11:00:00Z,2020-01-05T11:00:00Z,1578222000,2020-01-05T17:00:00Z,3.35,3.363,0.158,0.01185410911776686
2020-01-05T12:00:00Z,2020-01-05T12:00:00Z,1578225600,2020-01-05T18:00:00Z,3.35,3.363,0.159,0.01192913512484133
2020-01-05T13:00:00Z,2020-01-05T13:00:00Z,1578229200,2020-01-05T19:00:00Z,3.35,3.352,0.158,0.01185063703594342
2020-01-05T14:00:00Z,2020-01-05T14:00:00Z,1578232800,2020-01-05T20:00:00Z,3.35,3.341,0.16,0.01199712937491695
2020-01-05T15:00:00Z,2020-01-05T15:00:00Z,1578236400,2020-01-05T21:00:00Z,3.35,3.352,0.161,0.0120756491315626
2020-01-05T16:00:00Z,2020-01-05T16:00:00Z,1578240000,2020-01-05T22:00:00Z,3.35,3.352,0.159,0.01192564106781648
2020-01-05T17:00:00Z,2020-01-05T17:00:00Z,1578243600,2020-01-05T23:00:00Z,3.35,3.341,0.161,0.01207211143351018
2020-01-05T18:00:00Z,2020-01-05T18:00:00Z,1578247200,2020-01-06T00:00:00Z,3.35,3.352,0.16,0.01200064509968954
2020-01-05T19:00:00Z,2020-01-05T19:00:00Z,1578250800,2020-01-06T01:00:00Z,3.35,3.352,0.16,0.01200064509968954
2020-01-05T20:00:00Z,2020-01-05T20:00:00Z,1578254400,2020-01-06T02:00:00Z,3.35,3.341,0.159,0.01192214731632372
2020-01-05T21:00:00Z,2020-01-05T21:00:00Z,1578258000,2020-01-06T03:00:00Z,3.35,3.352,0.16,0.01200064509968954
2020-01-05T22:00:00Z,2020-01-05T22:00:00Z,1578261600,2020-01-06T04:00:00Z,3.35,3.352,0.161,0.0120756491315626
2020-01-05T23:00:00Z,2020-01-05T23:00:00Z,1578265200,2020-01-06T05:00:00Z,3.35,3.352,0.16,0.01200064509968954
2020-01-06T00:00:00Z,2020-01-06T00:00:00Z,1578268800,2020-01-06T06:00:00Z,3.35,3.331,0.159,0.01191897144386069
2020-01-06T01:00:00Z,2020-01-06T01:00:00Z,1578272400,2020-01-06T07:00:00Z,3.35,3.352,0.16,0.01200064509968954
2020-01-06T02:00:00Z,2020-01-06T02:00:00Z,1578276000,2020-01-06T08:00:00Z,3.35,3.331,0.161,0.01206889561296585
2020-01-06T03:00:00Z,2020-01-06T03:00:00Z,1578279600,2020-01-06T09:00:00Z,3.35,3.352,0.161,0.0120756491315626
2020-01-06T04:00:00Z,2020-01-06T04:00:00Z,1578283200,2020-01-06T10:00:00Z,3.35,3.331,0.16,0.01199393352841327
2020-01-06T05:00:00Z,2020-01-06T05:00:00Z,1578286800,2020-01-06T11:00:00Z,3.35,3.373,0.16,0.01200735779152006
2020-01-06T06:00:00Z,2020-01-06T06:00:00Z,1578290400,2020-01-06T12:00:00Z,3.35,3.32,0.16,0.01199041839101789
2020-01-06T07:00:00Z,2020-01-06T07:00:00Z,1578294000,2020-01-06T13:00:00Z,3.35,3.352,0.16,0.01200064509968954
2020-01-06T08:00:00Z,2020-01-06T08:00:00Z,1578297600,2020-01-06T14:00:00Z,3.35,3.32,0.16,0.01199041839101789
2020-01-06T09:00:00Z,2020-01-06T09:00:00Z,1578301200,2020-01-06T15:00:00Z,3.35,3.331,0.162,0.01214385769751844
2020-01-06T10:00:00Z,2020-01-06T10:00:00Z,1578304800,2020-01-06T16:00:00Z,3.35,3.352,0.16,0.01200064509968954
2020-01-06T11:00:00Z,2020-01-06T11:00:00Z,1578308400,2020-01-06T17:00:00Z,3.35,3.352,0.16,0.01200064509968954
2020-01-06T12:00:00Z,2020-01-06T12:00:00Z,1578312000,2020-01-06T18:00:00Z,3.35,3.341,0.161,0.01207211143351018
2020-01-06T13:00:00Z,2020-01-06T13:00:00Z,1578315600,2020-01-06T19:00:00Z,3.35,3.32,0.161,0.01206535850596175
2020-01-06T14:00:00Z,2020-01-06T14:00:00Z,1578319200,2020-01-06T20:00:00Z,3.35,3.373,0.159,0.01193231180532306
2020-01-06T15:00:00Z,2020-01-06T15:00:00Z,1578322800,2020-01-06T21:00:00Z,3.35,3.331,0.16,0.01199393352841327
2020-01-06T16:00:00Z,2020-01-06T16:00:00Z,1578326400,2020-01-06T22:00:00Z,3.35,3.32,0.16,0.01199041839101789
2020-01-06T17:00:00Z,2020-01-06T17:00:00Z,1578330000,2020-01-06T23:00:00Z,3.35,3.278,0.161,0.01205185603944342
2020-01-06T18:00:00Z,2020-01-06T18:00:00Z,1578333600,2020-01-07T00:00:00Z,3.35,3.331,0.16,0.01199393352841327
2020-01-06T19:00:00Z,2020-01-06T19:00:00Z,1578337200,2020-01-07T01:00:00Z,3.35,3.32,0.159,0.01191547827607403
2020-01-06T20:00:00Z,2020-01-06T20:00:00Z,1578340800,2020-01-07T02:00:00Z,3.35,3.331,0.161,0.01206889561296585
2020-01-06T21:00:00Z,2020-01-06T21:00:00Z,1578344400,2020-01-07T03:00:00Z,3.35,3.299,0.161,0.012058606707586
2020-01-06T22:00:00Z,2020-01-06T22:00:00Z,1578348000,2020-01-07T04:00:00Z,3.35,3.299,0.161,0.012058606707586
2020-01-06T23:00:00Z,2020-01-06T23:00:00Z,1578351600,2020-01-07T05:00:00Z,3.35,3.341,0.16,0.01199712937491695
2020-01-07T00:00:00Z,2020-01-07T00:00:00Z,1578355200,2020-01-07T06:00:00Z,3.35,3.31,0.161,0.01206214322298647
2020-01-07T01:00:00Z,2020-01-07T01:00:00Z,1578358800,2020-01-07T07:00:00Z,3.35,3.31,0.16,0.01198722307874432
2020-01-07T02:00:00Z,2020-01-07T02:00:00Z,1578362400,2020-01-07T08:00:00Z,3.35,3.331,0.161,0.01206889561296585
2020-01-07T03:00:00Z,2020-01-07T03:00:00Z,1578366000,2020-01-07T09:00:00Z,3.35,3.299,0.162,0.01213350488589399
2020-01-07T04:00:00Z,2020-01-07T04:00:00Z,1578369600,2020-01-07T10:00:00Z,3.35,3.331,0.16,0.01199393352841327
2020-01-07T05:00:00Z,2020-01-07T05:00:00Z,1578373200,2020-01-07T11:00:00Z,3.35,3.32,0.159,0.01191547827607403
2020-01-07T06:00:00Z,2020-01-07T06:00:00Z,1578376800,2020-01-07T12:00:00Z,3.35,3.31,0.16,0.01198722307874432
2020-01-07T07:00:00Z,2020-01-07T07:00:00Z,1578380400,2020-01-07T13:00:00Z,3.35,3.31,0.161,0.01206214322298647
2020-01-07T08:00:00Z,2020-01-07T08:00:00Z,1578384000,2020-01-07T14:00:00Z,3.35,3.299,0.16,0.01198370852927801
2020-01-07T09:00:00Z,2020-01-07T09:00:00Z,1578387600,2020-01-07T15:00:00Z,3.35,3.278,0.163,0.01220156853682781
2020-01-07T10:00:00Z,2020-01-07T10:00:00Z,1578391200,2020-01-07T16:00:00Z,3.35,3.278,0.161,0.01205185603944342
2020-01-07T11:00:00Z,2020-01-07T11:00:00Z,1578394800,2020-01-07T17:00:00Z,3.35,3.299,0.16,0.01198370852927801
2020-01-07T12:00:00Z,2020-01-07T12:00:00Z,1578398400,2020-01-07T18:00:00Z,3.35,3.31,0.16,0.01198722307874432
2020-01-07T13:00:00Z,2020-01-07T13:00:00Z,1578402000,2020-01-07T19:00:00Z,3.35,3.289,0.16,0.01198051375173634
2020-01-07T14:00:00Z,2020-01-07T14:00:00Z,1578405600,2020-01-07T20:00:00Z,3.35,3.289,0.16,0.01198051375173634
2020-01-07T15:00:00Z,2020-01-07T15:00:00Z,1578409200,2020-01-07T21:00:00Z,3.35,3.31,0.16,0.01198722307874432
2020-01-07T16:00:00Z,2020-01-07T16:00:00Z,1578412800,2020-01-07T22:00:00Z,3.35,3.31,0.161,0.01206214322298647
2020-01-07T17:00:00Z,2020-01-07T17:00:00Z,1578416400,2020-01-07T23:00:00Z,3.35,3.299,0.16,0.01198370852927801
2020-01-07T18:00:00Z,2020-01-07T18:00:00Z,1578420000,2020-01-08T00:00:00Z,3.35,3.289,0.159,0.01190563554078799
2020-01-07T19:00:00Z,2020-01-07T19:00:00Z,1578423600,2020-01-08T01:00:00Z,3.35,3.32,0.161,0.01206535850596175
2020-01-07T20:00:00Z,2020-01-07T20:00:00Z,1578427200,2020-01-08T02:00:00Z,3.35,3.299,0.16,0.01198370852927801
2020-01-07T21:00:00Z,2020-01-07T21:00:00Z,1578430800,2020-01-08T03:00:00Z,3.35,3.278,0.162,0.01212671228813561
2020-01-07T22:00:00Z,2020-01-07T22:00:00Z,1578434400,2020-01-08T04:00:00Z,3.35,3.363,0.159,0.01192913512484133
2020-01-07T23:00:00Z,2020-01-07T23:00:00Z,1578438000,2020-01-08T05:00:00Z,3.35,3.299,0.161,0.012058606707586
2020-01-08T00:00:00Z,2020-01-08T00:00:00Z,1578441600,2020-01-08T06:00:00Z,3.35,3.32,0.16,0.01199041839101789
2020-01-08T01:00:00Z,2020-01-08T01:00:00Z,1578445200,2020-01-08T07:00:00Z,3.35,3.32,0.16,0.01199041839101789
2020-01-08T02:00:00Z,2020-01-08T02:00:00Z,1578448800,2020-01-08T08:00:00Z,3.35,3.268,0.161,0.01204864183312125
2020-01-08T03:00:00Z,2020-01-08T03:00:00Z,1578452400,2020-01-08T09:00:00Z,3.35,3.299,0.16,0.01198370852927801
2020-01-08T04:00:00Z,2020-01-08T04:00:00Z,1578456000,2020-01-08T10:00:00Z,3.35,3.299,0.161,0.012058606707586
2020-01-08T05:00:00Z,2020-01-08T05:00:00Z,1578459600,2020-01-08T11:00:00Z,3.35,3.289,0.159,0.01190563554078799
2020-01-08T06:00:00Z,2020-01-08T06:00:00Z,1578463200,2020-01-08T12:00:00Z,3.35,3.278,0.161,0.01205185603944342
2020-01-08T07:00:00Z,2020-01-08T07:00:00Z,1578466800,2020-01-08T13:00:00Z,3.35,3.31,0.161,0.01206214322298647
2020-01-08T08:00:00Z,2020-01-08T08:00:00Z,1578470400,2020-01-08T14:00:00Z,3.35,3.299,0.162,0.01213350488589399
2020-01-08T09:00:00Z,2020-01-08T09:00:00Z,1578474000,2020-01-08T15:00:00Z,3.35,3.31,0.159,0.01191230293450216
2020-01-08T10:00:00Z,2020-01-08T10:00:00Z,1578477600,2020-01-08T16:00:00Z,3.35,3.31,0.158,0.01183738279026001
2020-01-08T11:00:00Z,2020-01-08T11:00:00Z,1578481200,2020-01-08T17:00:00Z,3.35,3.289,0.159,0.01190563554078799
2020-01-08T12:00:00Z,2020-01-08T12:00:00Z,1578484800,2020-01-08T18:00:00Z,3.35,3.289,0.16,0.01198051375173634
2020-01-08T13:00:00Z,2020-01-08T13:00:00Z,1578488400,2020-01-08T19:00:00Z,3.35,3.299,0.16,0.01198370852927801
2020-01-08T14:00:00Z,2020-01-08T14:00:00Z,1578492000,2020-01-08T20:00:00Z,3.35,3.31,0.159,0.01191230293450216
2020-01-08T15:00:00Z,2020-01-08T15:00:00Z,1578495600,2020-01-08T21:00:00Z,3.35,3.299,0.16,0.01198370852927801
2020-01-08T16:00:00Z,2020-01-08T16:00:00Z,1578499200,2020-01-08T22:00:00Z,3.35,3.299,0.161,0.012058606707586
2020-01-08T17:00:00Z,2020-01-08T17:00:00Z,1578502800,2020-01-08T23:00:00Z,3.35,3.268,0.161,0.01204864183312125
2020-01-08T18:00:00Z,2020-01-08T18:00:00Z,1578506400,2020-01-09T00:00:00Z,3.35,3.278,0.16,0.01197699979075122
2020-01-08T19:00:00Z,2020-01-08T19:00:00Z,1578510000,2020-01-09T01:00:00Z,3.35,3.31,0.16,0.01198722307874432
2020-01-08T20:00:00Z,2020-01-08T20:00:00Z,1578513600,2020-01-09T02:00:00Z,3.35,3.268,0.161,0.01204864183312125
2020-01-08T21:00:00Z,2020-01-08T21:00:00Z,1578517200,2020-01-09T03:00:00Z,3.35,3.299,0.16,0.01198370852927801
2020-01-08T22:00:00Z,2020-01-08T22:00:00Z,1578520800,2020-01-09T04:00:00Z,3.35,3.289,0.163,0.0122051483845814
2020-01-08T23:00:00Z,2020-01-08T23:00:00Z,1578524400,2020-01-09T05:00:00Z,3.35,3.289,0.161,0.01205539196268469
2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,1578528000,2020-01-09T06:00:00Z,3.35,3.268,0.159,0.01189896926376571
