DateTime_CST,floorhour,Time_sec,DateTime_UTC,Battery_V,Temp_degC,DO_mgL,DO_sat
2018-12-29T07:00:00Z,2018-12-29T07:00:00Z,1546066800,2018-12-29T13:00:00Z,3.4,3.792,0.15,0.01138267930663109
2018-12-29T08:00:00Z,2018-12-29T08:00:00Z,1546070400,2018-12-29T14:00:00Z,3.4,3.792,0.146,0.0110791411917876
2018-12-29T09:00:00Z,2018-12-29T09:00:00Z,1546074000,2018-12-29T15:00:00Z,3.4,3.781,0.151,0.01145523437471782
2018-12-29T10:00:00Z,2018-12-29T10:00:00Z,1546077600,2018-12-29T16:00:00Z,3.4,3.802,0.152,0.01153749543985388
2018-12-29T11:00:00Z,2018-12-29T11:00:00Z,1546081200,2018-12-29T17:00:00Z,3.4,3.781,0.149,0.01130350941611228
2018-12-29T12:00:00Z,2018-12-29T12:00:00Z,1546084800,2018-12-29T18:00:00Z,3.4,3.781,0.147,0.01115178445750675
2018-12-29T13:00:00Z,2018-12-29T13:00:00Z,1546088400,2018-12-29T19:00:00Z,3.4,3.802,0.149,0.01130978171406729
2018-12-29T14:00:00Z,2018-12-29T14:00:00Z,1546092000,2018-12-29T20:00:00Z,3.4,3.792,0.147,0.01115502572049847
2018-12-29T15:00:00Z,2018-12-29T15:00:00Z,1546095600,2018-12-29T21:00:00Z,3.4,3.792,0.152,0.01153444836405284
2018-12-29T16:00:00Z,2018-12-29T16:00:00Z,1546099200,2018-12-29T22:00:00Z,3.4,3.802,0.151,0.01146159086459169
2018-12-29T17:00:00Z,2018-12-29T17:00:00Z,1546102800,2018-12-29T23:00:00Z,3.4,3.813,0.147,0.01116121435512159
2018-12-29T18:00:00Z,2018-12-29T18:00:00Z,1546106400,2018-12-30T00:00:00Z,3.4,3.792,0.148,0.01123091024920935
2018-12-29T19:00:00Z,2018-12-29T19:00:00Z,1546110000,2018-12-30T01:00:00Z,3.4,3.854,0.147,0.01117329983287781
2018-12-29T20:00:00Z,2018-12-29T20:00:00Z,1546113600,2018-12-30T02:00:00Z,3.39,3.823,0.146,0.01108821500038696
2018-12-29T21:00:00Z,2018-12-29T21:00:00Z,1546117200,2018-12-30T03:00:00Z,3.4,3.802,0.151,0.01146159086459169
2018-12-29T22:00:00Z,2018-12-29T22:00:00Z,1546120800,2018-12-30T04:00:00Z,3.4,3.792,0.149,0.01130679477792022
2018-12-29T23:00:00Z,2018-12-29T23:00:00Z,1546124400,2018-12-30T05:00:00Z,3.4,3.771,0.149,0.01130052296726765
2018-12-30T00:00:00Z,2018-12-30T00:00:00Z,1546128000,2018-12-30T06:00:00Z,3.4,3.823,0.147,0.0111641616784718
2018-12-30T01:00:00Z,2018-12-30T01:00:00Z,1546131600,2018-12-30T07:00:00Z,3.4,3.802,0.148,0.0112338771388051
2018-12-30T02:00:00Z,2018-12-30T02:00:00Z,1546135200,2018-12-30T08:00:00Z,3.4,3.761,0.148,0.01122171435633466
2018-12-30T03:00:00Z,2018-12-30T03:00:00Z,1546138800,2018-12-30T09:00:00Z,3.4,3.761,0.15,0.01137335914493378
2018-12-30T04:00:00Z,2018-12-30T04:00:00Z,1546142400,2018-12-30T10:00:00Z,3.4,3.792,0.149,0.01130679477792022
2018-12-30T05:00:00Z,2018-12-30T05:00:00Z,1546146000,2018-12-30T11:00:00Z,3.4,3.792,0.15,0.01138267930663109
2018-12-30T06:00:00Z,2018-12-30T06:00:00Z,1546149600,2018-12-30T12:00:00Z,3.4,3.781,0.15,0.01137937189541505
2018-12-30T07:00:00Z,2018-12-30T07:00:00Z,1546153200,2018-12-30T13:00:00Z,3.4,3.802,0.148,0.0112338771388051
2018-12-30T08:00:00Z,2018-12-30T08:00:00Z,1546156800,2018-12-30T14:00:00Z,3.4,3.792,0.144,0.01092737213436585
2018-12-30T09:00:00Z,2018-12-30T09:00:00Z,1546160400,2018-12-30T15:00:00Z,3.4,3.75,0.149,0.01129425218066643
2018-12-30T10:00:00Z,2018-12-30T10:00:00Z,1546164000,2018-12-30T16:00:00Z,3.4,3.792,0.148,0.01123091024920935
2018-12-30T11:00:00Z,2018-12-30T11:00:00Z,1546167600,2018-12-30T17:00:00Z,3.4,3.781,0.149,0.01130350941611228
2018-12-30T12:00:00Z,2018-12-30T12:00:00Z,1546171200,2018-12-30T18:00:00Z,3.4,3.792,0.148,0.01123091024920935
2018-12-30T13:00:00Z,2018-12-30T13:00:00Z,1546174800,2018-12-30T19:00:00Z,3.4,3.761,0.147,0.01114589196203511
2018-12-30T14:00:00Z,2018-12-30T14:00:00Z,1546178400,2018-12-30T20:00:00Z,3.4,3.781,0.148,0.01122764693680952
2018-12-30T15:00:00Z,2018-12-30T15:00:00Z,1546182000,2018-12-30T21:00:00Z,3.4,3.792,0.149,0.01130679477792022
2018-12-30T16:00:00Z,2018-12-30T16:00:00Z,1546185600,2018-12-30T22:00:00Z,3.4,3.771,0.149,0.01130052296726765
2018-12-30T17:00:00Z,2018-12-30T17:00:00Z,1546189200,2018-12-30T23:00:00Z,3.4,3.781,0.147,0.01115178445750675
2018-12-30T18:00:00Z,2018-12-30T18:00:00Z,1546192800,2018-12-31T00:00:00Z,3.4,3.792,0.144,0.01092737213436585
2018-12-30T19:00:00Z,2018-12-30T19:00:00Z,1546196400,2018-12-31T01:00:00Z,3.4,3.75,0.147,0.0111426514802548
2018-12-30T20:00:00Z,2018-12-30T20:00:00Z,1546200000,2018-12-31T02:00:00Z,3.4,3.802,0.145,0.01100616341301851
2018-12-30T21:00:00Z,2018-12-30T21:00:00Z,1546203600,2018-12-31T03:00:00Z,3.4,3.792,0.149,0.01130679477792022
2018-12-30T22:00:00Z,2018-12-30T22:00:00Z,1546207200,2018-12-31T04:00:00Z,3.4,3.781,0.148,0.01122764693680952
2018-12-30T23:00:00Z,2018-12-30T23:00:00Z,1546210800,2018-12-31T05:00:00Z,3.4,3.792,0.149,0.01130679477792022
2018-12-31T00:00:00Z,2018-12-31T00:00:00Z,1546214400,2018-12-31T06:00:00Z,3.4,3.781,0.15,0.01137937189541505
2018-12-31T01:00:00Z,2018-12-31T01:00:00Z,1546218000,2018-12-31T07:00:00Z,3.4,3.802,0.148,0.0112338771388051
2018-12-31T02:00:00Z,2018-12-31T02:00:00Z,1546221600,2018-12-31T08:00:00Z,3.4,3.802,0.147,0.0111579725635429
2018-12-31T03:00:00Z,2018-12-31T03:00:00Z,1546225200,2018-12-31T09:00:00Z,3.4,3.792,0.149,0.01130679477792022
2018-12-31T04:00:00Z,2018-12-31T04:00:00Z,1546228800,2018-12-31T10:00:00Z,3.4,3.781,0.149,0.01130350941611228
2018-12-31T05:00:00Z,2018-12-31T05:00:00Z,1546232400,2018-12-31T11:00:00Z,3.4,3.781,0.148,0.01122764693680952
2018-12-31T06:00:00Z,2018-12-31T06:00:00Z,1546236000,2018-12-31T12:00:00Z,3.4,3.792,0.147,0.01115502572049847
2018-12-31T07:00:00Z,2018-12-31T07:00:00Z,1546239600,2018-12-31T13:00:00Z,3.4,3.781,0.147,0.01115178445750675
2018-12-31T08:00:00Z,2018-12-31T08:00:00Z,1546243200,2018-12-31T14:00:00Z,3.4,3.781,0.146,0.01107592197820398
2018-12-31T09:00:00Z,2018-12-31T09:00:00Z,1546246800,2018-12-31T15:00:00Z,3.4,3.792,0.148,0.01123091024920935
2018-12-31T10:00:00Z,2018-12-31T10:00:00Z,1546250400,2018-12-31T16:00:00Z,3.4,3.781,0.148,0.01122764693680952
2018-12-31T11:00:00Z,2018-12-31T11:00:00Z,1546254000,2018-12-31T17:00:00Z,3.4,3.771,0.15,0.01137636540328958
2018-12-31T12:00:00Z,2018-12-31T12:00:00Z,1546257600,2018-12-31T18:00:00Z,3.4,3.771,0.149,0.01130052296726765
2018-12-31T13:00:00Z,2018-12-31T13:00:00Z,1546261200,2018-12-31T19:00:00Z,3.4,3.792,0.146,0.0110791411917876
2018-12-31T14:00:00Z,2018-12-31T14:00:00Z,1546264800,2018-12-31T20:00:00Z,3.4,3.792,0.145,0.01100325666307672
2018-12-31T15:00:00Z,2018-12-31T15:00:00Z,1546268400,2018-12-31T21:00:00Z,3.4,3.771,0.149,0.01130052296726765
2018-12-31T16:00:00Z,2018-12-31T16:00:00Z,1546272000,2018-12-31T22:00:00Z,3.4,3.771,0.151,0.01145220783931151
2018-12-31T17:00:00Z,2018-12-31T17:00:00Z,1546275600,2018-12-31T23:00:00Z,3.4,3.781,0.148,0.01122764693680952
2018-12-31T18:00:00Z,2018-12-31T18:00:00Z,1546279200,2019-01-01T00:00:00Z,3.4,3.792,0.146,0.0110791411917876
2018-12-31T19:00:00Z,2018-12-31T19:00:00Z,1546282800,2019-01-01T01:00:00Z,3.4,3.761,0.147,0.01114589196203511
2018-12-31T20:00:00Z,2018-12-31T20:00:00Z,1546286400,2019-01-01T02:00:00Z,3.4,3.792,0.145,0.01100325666307672
2018-12-31T21:00:00Z,2018-12-31T21:00:00Z,1546290000,2019-01-01T03:00:00Z,3.4,3.771,0.146,0.01107299565920186
2018-12-31T22:00:00Z,2018-12-31T22:00:00Z,1546293600,2019-01-01T04:00:00Z,3.4,3.761,0.147,0.01114589196203511
2018-12-31T23:00:00Z,2018-12-31T23:00:00Z,1546297200,2019-01-01T05:00:00Z,3.4,3.792,0.147,0.01115502572049847
2019-01-01T00:00:00Z,2019-01-01T00:00:00Z,1546300800,2019-01-01T06:00:00Z,3.4,3.771,0.147,0.01114883809522379
2019-01-01T01:00:00Z,2019-01-01T01:00:00Z,1546304400,2019-01-01T07:00:00Z,3.4,3.781,0.146,0.01107592197820398
2019-01-01T02:00:00Z,2019-01-01T02:00:00Z,1546308000,2019-01-01T08:00:00Z,3.4,3.771,0.147,0.01114883809522379
2019-01-01T03:00:00Z,2019-01-01T03:00:00Z,1546311600,2019-01-01T09:00:00Z,3.4,3.781,0.147,0.01115178445750675
2019-01-01T04:00:00Z,2019-01-01T04:00:00Z,1546315200,2019-01-01T10:00:00Z,3.4,3.771,0.146,0.01107299565920186
2019-01-01T05:00:00Z,2019-01-01T05:00:00Z,1546318800,2019-01-01T11:00:00Z,3.4,3.781,0.145,0.01100005949890121
2019-01-01T06:00:00Z,2019-01-01T06:00:00Z,1546322400,2019-01-01T12:00:00Z,3.4,3.771,0.147,0.01114883809522379
2019-01-01T07:00:00Z,2019-01-01T07:00:00Z,1546326000,2019-01-01T13:00:00Z,3.4,3.781,0.145,0.01100005949890121
2019-01-01T08:00:00Z,2019-01-01T08:00:00Z,1546329600,2019-01-01T14:00:00Z,3.4,3.792,0.145,0.01100325666307672
2019-01-01T09:00:00Z,2019-01-01T09:00:00Z,1546333200,2019-01-01T15:00:00Z,3.4,3.781,0.148,0.01122764693680952
2019-01-01T10:00:00Z,2019-01-01T10:00:00Z,1546336800,2019-01-01T16:00:00Z,3.4,3.771,0.148,0.01122468053124572
2019-01-01T11:00:00Z,2019-01-01T11:00:00Z,1546340400,2019-01-01T17:00:00Z,3.4,3.771,0.147,0.01114883809522379
2019-01-01T12:00:00Z,2019-01-01T12:00:00Z,1546344000,2019-01-01T18:00:00Z,3.4,3.781,0.146,0.01107592197820398
2019-01-01T13:00:00Z,2019-01-01T13:00:00Z,1546347600,2019-01-01T19:00:00Z,3.4,3.781,0.148,0.01122764693680952
2019-01-01T14:00:00Z,2019-01-01T14:00:00Z,1546351200,2019-01-01T20:00:00Z,3.4,3.781,0.146,0.01107592197820398
2019-01-01T15:00:00Z,2019-01-01T15:00:00Z,1546354800,2019-01-01T21:00:00Z,3.4,3.792,0.148,0.01123091024920935
2019-01-01T16:00:00Z,2019-01-01T16:00:00Z,1546358400,2019-01-01T22:00:00Z,3.4,3.781,0.147,0.01115178445750675
2019-01-01T17:00:00Z,2019-01-01T17:00:00Z,1546362000,2019-01-01T23:00:00Z,3.4,3.729,0.146,0.01106070760528019
2019-01-01T18:00:00Z,2019-01-01T18:00:00Z,1546365600,2019-01-02T00:00:00Z,3.4,3.792,0.147,0.01115502572049847
2019-01-01T19:00:00Z,2019-01-01T19:00:00Z,1546369200,2019-01-02T01:00:00Z,3.4,3.771,0.146,0.01107299565920186
2019-01-01T20:00:00Z,2019-01-01T20:00:00Z,1546372800,2019-01-02T02:00:00Z,3.4,3.781,0.147,0.01115178445750675
2019-01-01T21:00:00Z,2019-01-01T21:00:00Z,1546376400,2019-01-02T03:00:00Z,3.4,3.792,0.147,0.01115502572049847
2019-01-01T22:00:00Z,2019-01-01T22:00:00Z,1546380000,2019-01-02T04:00:00Z,3.4,3.771,0.149,0.01130052296726765
2019-01-01T23:00:00Z,2019-01-01T23:00:00Z,1546383600,2019-01-02T05:00:00Z,3.4,3.771,0.147,0.01114883809522379
2019-01-02T00:00:00Z,2019-01-02T00:00:00Z,1546387200,2019-01-02T06:00:00Z,3.4,3.761,0.147,0.01114589196203511
2019-01-02T01:00:00Z,2019-01-02T01:00:00Z,1546390800,2019-01-02T07:00:00Z,3.4,3.74,0.147,0.01113970582850063
2019-01-02T02:00:00Z,2019-01-02T02:00:00Z,1546394400,2019-01-02T08:00:00Z,3.4,3.781,0.146,0.01107592197820398
2019-01-02T03:00:00Z,2019-01-02T03:00:00Z,1546398000,2019-01-02T09:00:00Z,3.4,3.729,0.15,0.01136374069035636
2019-01-02T04:00:00Z,2019-01-02T04:00:00Z,1546401600,2019-01-02T10:00:00Z,3.4,3.781,0.148,0.01122764693680952
2019-01-02T05:00:00Z,2019-01-02T05:00:00Z,1546405200,2019-01-02T11:00:00Z,3.4,3.781,0.148,0.01122764693680952
2019-01-02T06:00:00Z,2019-01-02T06:00:00Z,1546408800,2019-01-02T12:00:00Z,3.4,3.75,0.147,0.0111426514802548
2019-01-02T07:00:00Z,2019-01-02T07:00:00Z,1546412400,2019-01-02T13:00:00Z,3.4,3.75,0.148,0.01121845183046061
2019-01-02T08:00:00Z,2019-01-02T08:00:00Z,1546416000,2019-01-02T14:00:00Z,3.4,3.761,0.147,0.01114589196203511
2019-01-02T09:00:00Z,2019-01-02T09:00:00Z,1546419600,2019-01-02T15:00:00Z,3.4,3.74,0.148,0.01121548614025914
2019-01-02T10:00:00Z,2019-01-02T10:00:00Z,1546423200,2019-01-02T16:00:00Z,3.4,3.771,0.15,0.01137636540328958
2019-01-02T11:00:00Z,2019-01-02T11:00:00Z,1546426800,2019-01-02T17:00:00Z,3.4,3.761,0.147,0.01114589196203511
2019-01-02T12:00:00Z,2019-01-02T12:00:00Z,1546430400,2019-01-02T18:00:00Z,3.4,3.75,0.146,0.01106685113004898
2019-01-02T13:00:00Z,2019-01-02T13:00:00Z,1546434000,2019-01-02T19:00:00Z,3.4,3.761,0.145,0.01099424717343599
2019-01-02T14:00:00Z,2019-01-02T14:00:00Z,1546437600,2019-01-02T20:00:00Z,3.4,3.729,0.146,0.01106070760528019
2019-01-02T15:00:00Z,2019-01-02T15:00:00Z,1546441200,2019-01-02T21:00:00Z,3.4,3.74,0.147,0.01113970582850063
2019-01-02T16:00:00Z,2019-01-02T16:00:00Z,1546444800,2019-01-02T22:00:00Z,3.4,3.761,0.147,0.01114589196203511
2019-01-02T17:00:00Z,2019-01-02T17:00:00Z,1546448400,2019-01-02T23:00:00Z,3.4,3.75,0.146,0.01106685113004898
2019-01-02T18:00:00Z,2019-01-02T18:00:00Z,1546452000,2019-01-03T00:00:00Z,3.4,3.761,0.146,0.01107006956773555
2019-01-02T19:00:00Z,2019-01-02T19:00:00Z,1546455600,2019-01-03T01:00:00Z,3.4,3.771,0.145,0.01099715322317993
2019-01-02T20:00:00Z,2019-01-02T20:00:00Z,1546459200,2019-01-03T02:00:00Z,3.4,3.729,0.144,0.0109091910627421
2019-01-02T21:00:00Z,2019-01-02T21:00:00Z,1546462800,2019-01-03T03:00:00Z,3.4,3.761,0.148,0.01122171435633466
2019-01-02T22:00:00Z,2019-01-02T22:00:00Z,1546466400,2019-01-03T04:00:00Z,3.4,3.75,0.146,0.01106685113004898
2019-01-02T23:00:00Z,2019-01-02T23:00:00Z,1546470000,2019-01-03T05:00:00Z,3.4,3.771,0.146,0.01107299565920186
2019-01-03T00:00:00Z,2019-01-03T00:00:00Z,1546473600,2019-01-03T06:00:00Z,3.4,3.761,0.148,0.01122171435633466
2019-01-03T01:00:00Z,2019-01-03T01:00:00Z,1546477200,2019-01-03T07:00:00Z,3.4,3.771,0.145,0.01099715322317993
2019-01-03T02:00:00Z,2019-01-03T02:00:00Z,1546480800,2019-01-03T08:00:00Z,3.4,3.761,0.145,0.01099424717343599
2019-01-03T03:00:00Z,2019-01-03T03:00:00Z,1546484400,2019-01-03T09:00:00Z,3.4,3.719,0.148,0.01120925894278578
2019-01-03T04:00:00Z,2019-01-03T04:00:00Z,1546488000,2019-01-03T10:00:00Z,3.4,3.761,0.149,0.01129753675063422
2019-01-03T05:00:00Z,2019-01-03T05:00:00Z,1546491600,2019-01-03T11:00:00Z,3.4,3.75,0.147,0.0111426514802548
2019-01-03T06:00:00Z,2019-01-03T06:00:00Z,1546495200,2019-01-03T12:00:00Z,3.4,3.75,0.147,0.0111426514802548
2019-01-03T07:00:00Z,2019-01-03T07:00:00Z,1546498800,2019-01-03T13:00:00Z,3.4,3.74,0.147,0.01113970582850063
2019-01-03T08:00:00Z,2019-01-03T08:00:00Z,1546502400,2019-01-03T14:00:00Z,3.4,3.729,0.147,0.01113646587654923
2019-01-03T09:00:00Z,2019-01-03T09:00:00Z,1546506000,2019-01-03T15:00:00Z,3.4,3.729,0.147,0.01113646587654923
2019-01-03T10:00:00Z,2019-01-03T10:00:00Z,1546509600,2019-01-03T16:00:00Z,3.4,3.761,0.147,0.01114589196203511
2019-01-03T11:00:00Z,2019-01-03T11:00:00Z,1546513200,2019-01-03T17:00:00Z,3.4,3.75,0.147,0.0111426514802548
2019-01-03T12:00:00Z,2019-01-03T12:00:00Z,1546516800,2019-01-03T18:00:00Z,3.4,3.75,0.146,0.01106685113004898
2019-01-03T13:00:00Z,2019-01-03T13:00:00Z,1546520400,2019-01-03T19:00:00Z,3.4,3.75,0.147,0.0111426514802548
2019-01-03T14:00:00Z,2019-01-03T14:00:00Z,1546524000,2019-01-03T20:00:00Z,3.4,3.761,0.145,0.01099424717343599
2019-01-03T15:00:00Z,2019-01-03T15:00:00Z,1546527600,2019-01-03T21:00:00Z,3.4,3.74,0.147,0.01113970582850063
2019-01-03T16:00:00Z,2019-01-03T16:00:00Z,1546531200,2019-01-03T22:00:00Z,3.4,3.771,0.147,0.01114883809522379
2019-01-03T17:00:00Z,2019-01-03T17:00:00Z,1546534800,2019-01-03T23:00:00Z,3.4,3.75,0.146,0.01106685113004898
2019-01-03T18:00:00Z,2019-01-03T18:00:00Z,1546538400,2019-01-04T00:00:00Z,3.4,3.771,0.146,0.01107299565920186
2019-01-03T19:00:00Z,2019-01-03T19:00:00Z,1546542000,2019-01-04T01:00:00Z,3.4,3.74,0.146,0.01106392551674212
2019-01-03T20:00:00Z,2019-01-03T20:00:00Z,1546545600,2019-01-04T02:00:00Z,3.4,3.761,0.146,0.01107006956773555
2019-01-03T21:00:00Z,2019-01-03T21:00:00Z,1546549200,2019-01-04T03:00:00Z,3.4,3.74,0.147,0.01113970582850063
2019-01-03T22:00:00Z,2019-01-03T22:00:00Z,1546552800,2019-01-04T04:00:00Z,3.4,3.771,0.147,0.01114883809522379
2019-01-03T23:00:00Z,2019-01-03T23:00:00Z,1546556400,2019-01-04T05:00:00Z,3.4,3.761,0.148,0.01122171435633466
2019-01-04T00:00:00Z,2019-01-04T00:00:00Z,1546560000,2019-01-04T06:00:00Z,3.4,3.761,0.145,0.01099424717343599
2019-01-04T01:00:00Z,2019-01-04T01:00:00Z,1546563600,2019-01-04T07:00:00Z,3.4,3.761,0.145,0.01099424717343599
2019-01-04T02:00:00Z,2019-01-04T02:00:00Z,1546567200,2019-01-04T08:00:00Z,3.4,3.75,0.147,0.0111426514802548
2019-01-04T03:00:00Z,2019-01-04T03:00:00Z,1546570800,2019-01-04T09:00:00Z,3.4,3.781,0.146,0.01107592197820398
2019-01-04T04:00:00Z,2019-01-04T04:00:00Z,1546574400,2019-01-04T10:00:00Z,3.4,3.761,0.146,0.01107006956773555
2019-01-04T05:00:00Z,2019-01-04T05:00:00Z,1546578000,2019-01-04T11:00:00Z,3.4,3.761,0.145,0.01099424717343599
2019-01-04T06:00:00Z,2019-01-04T06:00:00Z,1546581600,2019-01-04T12:00:00Z,3.4,3.75,0.147,0.0111426514802548
2019-01-04T07:00:00Z,2019-01-04T07:00:00Z,1546585200,2019-01-04T13:00:00Z,3.4,3.761,0.147,0.01114589196203511
2019-01-04T08:00:00Z,2019-01-04T08:00:00Z,1546588800,2019-01-04T14:00:00Z,3.4,3.75,0.146,0.01106685113004898
2019-01-04T09:00:00Z,2019-01-04T09:00:00Z,1546592400,2019-01-04T15:00:00Z,3.4,3.761,0.148,0.01122171435633466
2019-01-04T10:00:00Z,2019-01-04T10:00:00Z,1546596000,2019-01-04T16:00:00Z,3.4,3.75,0.147,0.0111426514802548
2019-01-04T11:00:00Z,2019-01-04T11:00:00Z,1546599600,2019-01-04T17:00:00Z,3.4,3.823,0.146,0.01108821500038696
2019-01-04T12:00:00Z,2019-01-04T12:00:00Z,1546603200,2019-01-04T18:00:00Z,3.4,3.75,0.148,0.01121845183046061
2019-01-04T13:00:00Z,2019-01-04T13:00:00Z,1546606800,2019-01-04T19:00:00Z,3.4,3.771,0.147,0.01114883809522379
2019-01-04T14:00:00Z,2019-01-04T14:00:00Z,1546610400,2019-01-04T20:00:00Z,3.4,3.802,0.146,0.0110820679882807
2019-01-04T15:00:00Z,2019-01-04T15:00:00Z,1546614000,2019-01-04T21:00:00Z,3.4,3.761,0.147,0.01114589196203511
2019-01-04T16:00:00Z,2019-01-04T16:00:00Z,1546617600,2019-01-04T22:00:00Z,3.4,3.761,0.148,0.01122171435633466
2019-01-04T17:00:00Z,2019-01-04T17:00:00Z,1546621200,2019-01-04T23:00:00Z,3.4,3.74,0.146,0.01106392551674212
2019-01-04T18:00:00Z,2019-01-04T18:00:00Z,1546624800,2019-01-05T00:00:00Z,3.4,3.729,0.147,0.01113646587654923
2019-01-04T19:00:00Z,2019-01-04T19:00:00Z,1546628400,2019-01-05T01:00:00Z,3.4,3.74,0.146,0.01106392551674212
2019-01-04T20:00:00Z,2019-01-04T20:00:00Z,1546632000,2019-01-05T02:00:00Z,3.4,3.761,0.144,0.01091842477913643
2019-01-04T21:00:00Z,2019-01-04T21:00:00Z,1546635600,2019-01-05T03:00:00Z,3.4,3.75,0.148,0.01121845183046061
2019-01-04T22:00:00Z,2019-01-04T22:00:00Z,1546639200,2019-01-05T04:00:00Z,3.4,3.74,0.149,0.01129126645201765
2019-01-04T23:00:00Z,2019-01-04T23:00:00Z,1546642800,2019-01-05T05:00:00Z,3.4,3.74,0.147,0.01113970582850063
2019-01-05T00:00:00Z,2019-01-05T00:00:00Z,1546646400,2019-01-05T06:00:00Z,3.4,3.74,0.146,0.01106392551674212
2019-01-05T01:00:00Z,2019-01-05T01:00:00Z,1546650000,2019-01-05T07:00:00Z,3.4,3.74,0.146,0.01106392551674212
2019-01-05T02:00:00Z,2019-01-05T02:00:00Z,1546653600,2019-01-05T08:00:00Z,3.4,3.698,0.146,0.01105164043021905
2019-01-05T03:00:00Z,2019-01-05T03:00:00Z,1546657200,2019-01-05T09:00:00Z,3.4,3.75,0.148,0.01121845183046061
2019-01-05T04:00:00Z,2019-01-05T04:00:00Z,1546660800,2019-01-05T10:00:00Z,3.4,3.719,0.147,0.01113352070668587
2019-01-05T05:00:00Z,2019-01-05T05:00:00Z,1546664400,2019-01-05T11:00:00Z,3.4,3.761,0.147,0.01114589196203511
2019-01-05T06:00:00Z,2019-01-05T06:00:00Z,1546668000,2019-01-05T12:00:00Z,3.4,3.75,0.149,0.01129425218066643
2019-01-05T07:00:00Z,2019-01-05T07:00:00Z,1546671600,2019-01-05T13:00:00Z,3.4,3.75,0.145,0.01099105077984317
2019-01-05T08:00:00Z,2019-01-05T08:00:00Z,1546675200,2019-01-05T14:00:00Z,3.4,3.74,0.147,0.01113970582850063
2019-01-05T09:00:00Z,2019-01-05T09:00:00Z,1546678800,2019-01-05T15:00:00Z,3.4,3.74,0.146,0.01106392551674212
2019-01-05T10:00:00Z,2019-01-05T10:00:00Z,1546682400,2019-01-05T16:00:00Z,3.4,3.75,0.147,0.0111426514802548
2019-01-05T11:00:00Z,2019-01-05T11:00:00Z,1546686000,2019-01-05T17:00:00Z,3.4,3.75,0.148,0.01121845183046061
2019-01-05T12:00:00Z,2019-01-05T12:00:00Z,1546689600,2019-01-05T18:00:00Z,3.4,3.708,0.146,0.01105456508584726
2019-01-05T13:00:00Z,2019-01-05T13:00:00Z,1546693200,2019-01-05T19:00:00Z,3.4,3.729,0.147,0.01113646587654923
2019-01-05T14:00:00Z,2019-01-05T14:00:00Z,1546696800,2019-01-05T20:00:00Z,3.4,3.729,0.145,0.01098494933401115
2019-01-05T15:00:00Z,2019-01-05T15:00:00Z,1546700400,2019-01-05T21:00:00Z,3.4,3.719,0.145,0.01098204423448606
2019-01-05T16:00:00Z,2019-01-05T16:00:00Z,1546704000,2019-01-05T22:00:00Z,3.4,3.729,0.146,0.01106070760528019
2019-01-05T17:00:00Z,2019-01-05T17:00:00Z,1546707600,2019-01-05T23:00:00Z,3.4,3.708,0.146,0.01105456508584726
2019-01-05T18:00:00Z,2019-01-05T18:00:00Z,1546711200,2019-01-06T00:00:00Z,3.4,3.708,0.147,0.01113028128506539
2019-01-05T19:00:00Z,2019-01-05T19:00:00Z,1546714800,2019-01-06T01:00:00Z,3.4,3.74,0.146,0.01106392551674212
2019-01-05T20:00:00Z,2019-01-05T20:00:00Z,1546718400,2019-01-06T02:00:00Z,3.4,3.719,0.146,0.01105778247058597
2019-01-05T21:00:00Z,2019-01-05T21:00:00Z,1546722000,2019-01-06T03:00:00Z,3.4,3.719,0.149,0.01128499717888568
2019-01-05T22:00:00Z,2019-01-05T22:00:00Z,1546725600,2019-01-06T04:00:00Z,3.4,3.719,0.145,0.01098204423448606
2019-01-05T23:00:00Z,2019-01-05T23:00:00Z,1546729200,2019-01-06T05:00:00Z,3.4,3.708,0.145,0.01097884888662913
2019-01-06T00:00:00Z,2019-01-06T00:00:00Z,1546732800,2019-01-06T06:00:00Z,3.4,3.74,0.146,0.01106392551674212
2019-01-06T01:00:00Z,2019-01-06T01:00:00Z,1546736400,2019-01-06T07:00:00Z,3.4,3.698,0.146,0.01105164043021905
2019-01-06T02:00:00Z,2019-01-06T02:00:00Z,1546740000,2019-01-06T08:00:00Z,3.4,3.719,0.146,0.01105778247058597
2019-01-06T03:00:00Z,2019-01-06T03:00:00Z,1546743600,2019-01-06T09:00:00Z,3.4,3.719,0.147,0.01113352070668587
2019-01-06T04:00:00Z,2019-01-06T04:00:00Z,1546747200,2019-01-06T10:00:00Z,3.4,3.688,0.148,0.01120006827688893
2019-01-06T05:00:00Z,2019-01-06T05:00:00Z,1546750800,2019-01-06T11:00:00Z,3.4,3.708,0.148,0.01120599748428353
2019-01-06T06:00:00Z,2019-01-06T06:00:00Z,1546754400,2019-01-06T12:00:00Z,3.4,3.708,0.146,0.01105456508584726
2019-01-06T07:00:00Z,2019-01-06T07:00:00Z,1546758000,2019-01-06T13:00:00Z,3.4,3.719,0.145,0.01098204423448606
2019-01-06T08:00:00Z,2019-01-06T08:00:00Z,1546761600,2019-01-06T14:00:00Z,3.4,3.719,0.145,0.01098204423448606
2019-01-06T09:00:00Z,2019-01-06T09:00:00Z,1546765200,2019-01-06T15:00:00Z,3.4,3.719,0.146,0.01105778247058597
2019-01-06T10:00:00Z,2019-01-06T10:00:00Z,1546768800,2019-01-06T16:00:00Z,3.4,3.708,0.148,0.01120599748428353
